"","sci_name","Group"
"8889","Astroblepus pholeter","Fish"
"8890","Astroblepus pirrense","Fish"
"8891","Astroblepus prenadillus","Fish"
"8892","Astroblepus retropinnus","Fish"
"8893","Astroblepus simonsii","Fish"
"8894","Astroblepus supramollis","Fish"
"8895","Astroblepus theresiae","Fish"
"8896","Astroblepus trifasciatus","Fish"
"8897","Astroblepus ubidiai","Fish"
"8898","Astroblepus unifasciatus","Fish"
"8899","Astroblepus ventralis","Fish"
"8900","Astyanax abramis","Fish"
"8901","Astyanax aeneus","Fish"
"8902","Astyanax alleni","Fish"
"8903","Astyanax altior","Fish"
"8904","Astyanax altiparanae","Fish"
"8905","Astyanax anai","Fish"
"8906","Astyanax angustifrons","Fish"
"8907","Astyanax aramburui","Fish"
"8908","Astyanax argentatus","Fish"
"8909","Astyanax argyrimarginatus","Fish"
"8910","Astyanax atratoensis","Fish"
"8911","Astyanax bacalarensis","Fish"
"8912","Astyanax bifasciatus","Fish"
"8913","Astyanax bimaculatus","Fish"
"8914","Astyanax bockmanni","Fish"
"8915","Astyanax bourgeti","Fish"
"8916","Astyanax brachypterygium","Fish"
"8917","Astyanax bransfordii","Fish"
"8918","Astyanax brevimanus","Fish"
"8919","Astyanax caucanus","Fish"
"8920","Astyanax clavitaeniatus","Fish"
"8921","Astyanax cordovae","Fish"
"8922","Astyanax courensis","Fish"
"8923","Astyanax cremnobates","Fish"
"8924","Astyanax daguae","Fish"
"8925","Astyanax dissimilis","Fish"
"8926","Astyanax douradilho","Fish"
"8927","Astyanax elachylepis","Fish"
"8928","Astyanax eremus","Fish"
"8929","Astyanax filiferus","Fish"
"8930","Astyanax finitimus","Fish"
"8931","Astyanax giton","Fish"
"8932","Astyanax goyacensis","Fish"
"8933","Astyanax goyanensis","Fish"
"8934","Astyanax gracilior","Fish"
"8935","Astyanax guaricana","Fish"
"8936","Astyanax gymnodontus","Fish"
"8937","Astyanax hamatilis","Fish"
"8938","Astyanax hastatus","Fish"
"8939","Astyanax henseli","Fish"
"8940","Astyanax integer","Fish"
"8941","Astyanax intermedius","Fish"
"8942","Astyanax jordanensis","Fish"
"8943","Astyanax jordani","Fish"
"8944","Astyanax kompi","Fish"
"8945","Astyanax kullanderi","Fish"
"8946","Astyanax lacustris","Fish"
"8947","Astyanax laticeps","Fish"
"8948","Astyanax leopoldi","Fish"
"8949","Astyanax lineatus","Fish"
"8950","Astyanax longirhinus","Fish"
"8951","Astyanax magdalenae","Fish"
"8952","Astyanax maximus","Fish"
"8953","Astyanax metae","Fish"
"8954","Astyanax mexicanus","Fish"
"8955","Astyanax microlepis","Fish"
"8956","Astyanax microschemos","Fish"
"8957","Astyanax minor","Fish"
"8958","Astyanax moorii","Fish"
"8959","Astyanax multidens","Fish"
"8960","Astyanax nicaraguensis","Fish"
"8961","Astyanax novae","Fish"
"8962","Astyanax obscurus","Fish"
"8963","Astyanax ocotal","Fish"
"8964","Astyanax orstedii","Fish"
"8965","Astyanax orthodus","Fish"
"8966","Astyanax panamensis","Fish"
"8967","Astyanax parahybae","Fish"
"8968","Astyanax paranae","Fish"
"8969","Astyanax pelecus","Fish"
"8970","Astyanax petenensis","Fish"
"8971","Astyanax pirabitira","Fish"
"8972","Astyanax pirapuan","Fish"
"8973","Astyanax procerus","Fish"
"8974","Astyanax ribeirae","Fish"
"8975","Astyanax rioverde","Fish"
"8976","Astyanax rivularis","Fish"
"8977","Astyanax salvatoris","Fish"
"8978","Astyanax scabripinnis","Fish"
"8979","Astyanax schubarti","Fish"
"8980","Astyanax serratus","Fish"
"8981","Astyanax siapae","Fish"
"8982","Astyanax superbus","Fish"
"8983","Astyanax taeniatus","Fish"
"8984","Astyanax tamiahua","Fish"
"8985","Astyanax tehuacanensis","Fish"
"8986","Astyanax totae","Fish"
"8987","Astyanax trierythropterus","Fish"
"8988","Astyanax turmalinensis","Fish"
"8989","Astyanax unitaeniatus","Fish"
"8990","Astyanax utiariti","Fish"
"8991","Astyanax validus","Fish"
"8992","Astyanax varzeae","Fish"
"8993","Astyanax venezuelae","Fish"
"8994","Astyanax vermilion","Fish"
"8995","Astyanax xavante","Fish"
"8996","Astyanax xiru","Fish"
"8997","Ataeniobius toweri","Fish"
"8998","Atherina boyeri","Fish"
"8999","Atherinella alvarezi","Fish"
"9000","Atherinella argentea","Fish"
"9001","Atherinella chagresi","Fish"
"9002","Atherinella colombiensis","Fish"
"9003","Atherinella crystallina","Fish"
"9004","Atherinella guatemalensis","Fish"
"9005","Atherinella guija","Fish"
"9006","Atherinella hubbsi","Fish"
"9007","Atherinella jiloaensis","Fish"
"9008","Atherinella lisa","Fish"
"9009","Atherinella marvelae","Fish"
"9010","Atherinella meeki","Fish"
"9011","Atherinella sardina","Fish"
"9012","Atherinomorus duodecimalis","Fish"
"9013","Atherinomorus lacunosus","Fish"
"9014","Atlantirivulus depressus","Fish"
"9015","Atlantirivulus guanabarensis","Fish"
"9016","Atlantirivulus haraldsiolii","Fish"
"9017","Atlantirivulus jurubatibensis","Fish"
"9018","Atlantirivulus lazzarotoi","Fish"
"9019","Atlantirivulus luelingi","Fish"
"9020","Atlantirivulus maricensis","Fish"
"9021","Atlantirivulus nudiventris","Fish"
"9022","Atlantirivulus paranaguensis","Fish"
"9023","Atlantirivulus ribeirensis","Fish"
"9024","Atlantirivulus riograndensis","Fish"
"9025","Atlantirivulus santensis","Fish"
"9026","Atlantirivulus simplicis","Fish"
"9027","Atopochilus christyi","Fish"
"9028","Atopochilus savorgnani","Fish"
"9029","Atopomesus pachyodus","Fish"
"9030","Atractosteus spatula","Fish"
"9031","Atractosteus tristoechus","Fish"
"9032","Atractosteus tropicus","Fish"
"9033","Atrilinea macrolepis","Fish"
"9034","Attonitus bounites","Fish"
"9035","Attonitus ephimeros","Fish"
"9036","Attonitus irisae","Fish"
"9037","Auchenipterichthys coracoideus","Fish"
"9038","Auchenipterichthys longimanus","Fish"
"9039","Auchenipterichthys punctatus","Fish"
"9040","Auchenipterichthys thoracatus","Fish"
"9041","Auchenipterus ambyiacus","Fish"
"9042","Auchenipterus brachyurus","Fish"
"9043","Auchenipterus brevior","Fish"
"9044","Auchenipterus britskii","Fish"
"9045","Auchenipterus demerarae","Fish"
"9046","Auchenipterus dentatus","Fish"
"9047","Auchenipterus fordicei","Fish"
"9048","Auchenipterus menezesi","Fish"
"9049","Auchenipterus nigripinnis","Fish"
"9050","Auchenipterus nuchalis","Fish"
"9051","Auchenipterus osteomystax","Fish"
"9052","Auchenoglanis biscutatus","Fish"
"9053","Auchenoglanis occidentalis","Fish"
"9054","Aulixidens eugeniae","Fish"
"9055","Aulopyge huegelii","Fish"
"9056","Auriglobus silus","Fish"
"9057","Austrofundulus leoni","Fish"
"9058","Austrofundulus myersi","Fish"
"9059","Austrofundulus rupununi","Fish"
"9060","Austrofundulus transilis","Fish"
"9061","Austroglanis barnardi","Fish"
"9062","Austroglanis gilli","Fish"
"9063","Austroglanis sclateri","Fish"
"9064","Austrolebias affinis","Fish"
"9065","Austrolebias bellottii","Fish"
"9066","Austrolebias ephemerus","Fish"
"9067","Austrolebias queguay","Fish"
"9068","Austrolebias vandenbergi","Fish"
"9069","Awaous acritosus","Fish"
"9070","Awaous aeneofuscus","Fish"
"9071","Awaous banana","Fish"
"9072","Awaous grammepomus","Fish"
"9073","Awaous guamensis","Fish"
"9074","Awaous lateristriga","Fish"
"9075","Awaous macrorhynchus","Fish"
"9076","Awaous ocellaris","Fish"
"9077","Awaous tajasica","Fish"
"9078","Awaous transandeanus","Fish"
"9079","Axelrodia lindeae","Fish"
"9080","Axelrodia riesei","Fish"
"9081","Axelrodia stigmatias","Fish"
"9082","Babka gymnotrachelus","Fish"
"9083","Bagarius bagarius","Fish"
"9084","Bagarius lica","Fish"
"9085","Bagarius suchus","Fish"
"9086","Bagarius vegrandis","Fish"
"9087","Bagre panamensis","Fish"
"9088","Bagre pinnimaculatus","Fish"
"9089","Bagrichthys hypselopterus","Fish"
"9090","Bagrichthys macracanthus","Fish"
"9091","Bagrichthys macropterus","Fish"
"9092","Bagrichthys obscurus","Fish"
"9093","Bagroides melapterus","Fish"
"9094","Bagropsis reinhardti","Fish"
"9095","Bagrus bajad","Fish"
"9096","Bagrus caeruleus","Fish"
"9097","Bagrus docmak","Fish"
"9098","Bagrus meridionalis","Fish"
"9099","Bagrus orientalis","Fish"
"9100","Bagrus ubangensis","Fish"
"9101","Balantiocheilos ambusticauda","Fish"
"9102","Balantiocheilos melanopterus","Fish"
"9103","Balitora annamitica","Fish"
"9104","Balitora brucei","Fish"
"9105","Balitora burmanica","Fish"
"9106","Balitora eddsi","Fish"
"9107","Balitora jalpalli","Fish"
"9108","Balitora kwangsiensis","Fish"
"9109","Balitora lancangjiangensis","Fish"
"9110","Balitora laticauda","Fish"
"9111","Balitora mysorensis","Fish"
"9112","Balitoropsis ophiolepis","Fish"
"9113","Balitoropsis zollingeri","Fish"
"9114","Ballerus ballerus","Fish"
"9115","Ballerus sapa","Fish"
"9116","Balroglanis carolae","Fish"
"9117","Balroglanis macracanthus","Fish"
"9118","Bangana almorae","Fish"
"9119","Bangana dero","Fish"
"9120","Bangana diplostoma","Fish"
"9121","Bangana gedrosicus","Fish"
"9122","Bangana musaei","Fish"
"9123","Barbatula altayensis","Fish"
"9124","Barbatula barbatula","Fish"
"9125","Barbatula cobdonensis","Fish"
"9126","Barbatula markakulensis","Fish"
"9127","Barbatula nuda","Fish"
"9128","Barbatula oreas","Fish"
"9129","Barbatula quignardi","Fish"
"9130","Barbatula restricta","Fish"
"9131","Barbatula sawadai","Fish"
"9132","Barbatula sturanyi","Fish"
"9133","Barbatula tomiana","Fish"
"9134","Barbatula toni","Fish"
"9135","Barbatula zetensis","Fish"
"9136","Barbichthys laevis","Fish"
"9137","Barbodes banksi","Fish"
"9138","Barbodes binotatus","Fish"
"9139","Barbodes bunau","Fish"
"9140","Barbodes carnaticus","Fish"
"9141","Barbodes dunckeri","Fish"
"9142","Barbodes everetti","Fish"
"9143","Barbodes hemictenus","Fish"
"9144","Barbodes ivis","Fish"
"9145","Barbodes joaquinae","Fish"
"9146","Barbodes kuchingensis","Fish"
"9147","Barbodes lateristriga","Fish"
"9148","Barbodes manguaoensis","Fish"
"9149","Barbodes microps","Fish"
"9150","Barbodes montanoi","Fish"
"9151","Barbodes palavanensis","Fish"
"9152","Barbodes rhombeus","Fish"
"9153","Barbodes sealei","Fish"
"9154","Barbodes tumba","Fish"
"9155","Barbodes umalii","Fish"
"9156","Barboides gracilis","Fish"
"9157","Barbonymus altus","Fish"
"9158","Barbonymus balleroides","Fish"
"9159","Barbonymus collingwoodii","Fish"
"9160","Barbonymus gonionotus","Fish"
"9161","Barbonymus schwanefeldii","Fish"
"9162","Barbucca diabolica","Fish"
"9163","Barbus balcanicus","Fish"
"9164","Barbus barbus","Fish"
"9165","Barbus bergi","Fish"
"9166","Barbus caninus","Fish"
"9167","Barbus carpathicus","Fish"
"9168","Barbus ciscaucasicus","Fish"
"9169","Barbus cyclolepis","Fish"
"9170","Barbus euboicus","Fish"
"9171","Barbus haasi","Fish"
"9172","Barbus kamaia","Fish"
"9173","Barbus kubanicus","Fish"
"9174","Barbus meridionalis","Fish"
"9175","Barbus niluferensis","Fish"
"9176","Barbus peloponnesius","Fish"
"9177","Barbus pergamonensis","Fish"
"9178","Barbus petenyi","Fish"
"9179","Barbus plebejus","Fish"
"9180","Barbus prespensis","Fish"
"9181","Barbus rebeli","Fish"
"9182","Barbus sperchiensis","Fish"
"9183","Barbus strumicae","Fish"
"9184","Barbus tauricus","Fish"
"9185","Barbus tyberinus","Fish"
"9186","Barilius bakeri","Fish"
"9187","Barilius canarensis","Fish"
"9188","Barilius chatricensis","Fish"
"9189","Barilius dogarsinghi","Fish"
"9190","Barilius lairokensis","Fish"
"9191","Barilius modestus","Fish"
"9192","Barilius naseeri","Fish"
"9193","Barilius ngawa","Fish"
"9194","Barilius pakistanicus","Fish"
"9195","Bario steindachneri","Fish"
"9196","Baryancistrus beggini","Fish"
"9197","Baryancistrus chrysolomus","Fish"
"9198","Baryancistrus demantoides","Fish"
"9199","Baryancistrus xanthellus","Fish"
"9200","Bascanichthys kirkii","Fish"
"9201","Basilichthys archaeus","Fish"
"9202","Basilichthys microlepidotus","Fish"
"9203","Basilichthys semotilus","Fish"
"9204","Batasio batasio","Fish"
"9205","Batasio fasciolatus","Fish"
"9206","Batasio fluviatilis","Fish"
"9207","Batasio pakistanicus","Fish"
"9208","Batasio sharavatiensis","Fish"
"9209","Batasio travancoria","Fish"
"9210","Bathyaethiops breuseghemi","Fish"
"9211","Bathyaethiops caudomaculatus","Fish"
"9212","Bathyaethiops greeni","Fish"
"9213","Bathybagrus tetranema","Fish"
"9214","Bathyclarias atribranchus","Fish"
"9215","Bathyclarias eurydon","Fish"
"9216","Bathyclarias filicibarbis","Fish"
"9217","Bathyclarias foveolatus","Fish"
"9218","Bathyclarias longibarbis","Fish"
"9219","Bathyclarias nyasensis","Fish"
"9220","Bathyclarias rotundifrons","Fish"
"9221","Bathyclarias worthingtoni","Fish"
"9222","Bathygobius andrei","Fish"
"9223","Bathygobius casamancus","Fish"
"9224","Bathygobius fuscus","Fish"
"9225","Bathygobius soporator","Fish"
"9226","Batrachocottus baicalensis","Fish"
"9227","Batrachocottus multiradiatus","Fish"
"9228","Batrachocottus nikolskii","Fish"
"9229","Batrachocottus talievi","Fish"
"9230","Batrachoides gilberti","Fish"
"9231","Batrachoides goldmani","Fish"
"9232","Batrachoides pacifici","Fish"
"9233","Batrachoides waltersi","Fish"
"9234","Batrochoglanis melanurus","Fish"
"9235","Batrochoglanis raninus","Fish"
"9236","Batrochoglanis transmontanus","Fish"
"9237","Batrochoglanis villosus","Fish"
"9238","Bedotia albomarginata","Fish"
"9239","Bedotia alveyi","Fish"
"9240","Bedotia geayi","Fish"
"9241","Bedotia leucopteron","Fish"
"9242","Bedotia longianalis","Fish"
"9243","Bedotia madagascariensis","Fish"
"9244","Bedotia marojejy","Fish"
"9245","Bedotia masoala","Fish"
"9246","Bedotia tricolor","Fish"
"9247","Belobranchus belobranchus","Fish"
"9248","Belobranchus segura","Fish"
"9249","Belodontichthys dinema","Fish"
"9250","Belodontichthys truncatus","Fish"
"9251","Belonesox belizanus","Fish"
"9252","Belonion apodion","Fish"
"9253","Belonion dibranchodon","Fish"
"9254","Belonoglanis tenuis","Fish"
"9255","Belonophago hutsebouti","Fish"
"9256","Belonophago tinanti","Fish"
"9257","Bengala elanga","Fish"
"9258","Benthophilus abdurahmanovi","Fish"
"9259","Benthophilus baeri","Fish"
"9260","Benthophilus casachicus","Fish"
"9261","Benthophilus ctenolepidus","Fish"
"9262","Benthophilus durrelli","Fish"
"9263","Benthophilus granulosus","Fish"
"9264","Benthophilus leobergius","Fish"
"9265","Benthophilus macrocephalus","Fish"
"9266","Benthophilus magistri","Fish"
"9267","Benthophilus mahmudbejovi","Fish"
"9268","Benthophilus nudus","Fish"
"9269","Benthophilus ragimovi","Fish"
"9270","Benthophilus stellatus","Fish"
"9271","Bergiaria platana","Fish"
"9272","Bergiaria westermanni","Fish"
"9273","Bihunichthys monopteroides","Fish"
"9274","Bivibranchia bimaculata","Fish"
"9275","Bivibranchia fowleri","Fish"
"9276","Bivibranchia notata","Fish"
"9277","Bivibranchia simulata","Fish"
"9278","Bivibranchia velox","Fish"
"9279","Biwia springeri","Fish"
"9280","Biwia yodoensis","Fish"
"9281","Biwia zezera","Fish"
"9282","Blicca bjoerkna","Fish"
"9283","Boehlkea fredcochui","Fish"
"9284","Boleophthalmus boddarti","Fish"
"9285","Boleophthalmus caeruleomaculatus","Fish"
"9286","Boleophthalmus dussumieri","Fish"
"9287","Boraras maculatus","Fish"
"9288","Boraras micros","Fish"
"9289","Boraras urophthalmoides","Fish"
"9290","Bostrychus africanus","Fish"
"9291","Bostrychus albooculata","Fish"
"9292","Bostrychus expatria","Fish"
"9293","Bostrychus sinensis","Fish"
"9294","Bostrychus zonatus","Fish"
"9295","Botia birdi","Fish"
"9296","Botia histrionica","Fish"
"9297","Botia lohachata","Fish"
"9298","Boulengerella cuvieri","Fish"
"9299","Boulengerella lateristriga","Fish"
"9300","Boulengerella lucius","Fish"
"9301","Boulengerella maculata","Fish"
"9302","Boulengerella xyrekes","Fish"
"9303","Boulengeromyrus knoepffleri","Fish"
"9304","Brachirus elongatus","Fish"
"9305","Brachirus harmandi","Fish"
"9306","Brachirus orientalis","Fish"
"9307","Brachirus pan","Fish"
"9308","Brachirus panoides","Fish"
"9309","Brachirus salinarum","Fish"
"9310","Brachirus selheimi","Fish"
"9311","Brachirus siamensis","Fish"
"9312","Brachirus villosus","Fish"
"9313","Brachychalcinus copei","Fish"
"9314","Brachychalcinus nummus","Fish"
"9315","Brachychalcinus orbicularis","Fish"
"9316","Brachychalcinus parnaibae","Fish"
"9317","Brachychalcinus retrospina","Fish"
"9318","Brachygalaxias bullocki","Fish"
"9319","Brachygalaxias gothei","Fish"
"9320","Brachyglanis frenata","Fish"
"9321","Brachyglanis magoi","Fish"
"9322","Brachyglanis microphthalmus","Fish"
"9323","Brachyglanis phalacra","Fish"
"9324","Brachygobius doriae","Fish"
"9325","Brachygobius kabiliensis","Fish"
"9326","Brachygobius mekongensis","Fish"
"9327","Brachygobius sabanus","Fish"
"9328","Brachyhypopomus beebei","Fish"
"9329","Brachyhypopomus belindae","Fish"
"9330","Brachyhypopomus bennetti","Fish"
"9331","Brachyhypopomus bombilla","Fish"
"9332","Brachyhypopomus brevirostris","Fish"
"9333","Brachyhypopomus bullocki","Fish"
"9334","Brachyhypopomus cunia","Fish"
"9335","Brachyhypopomus diazae","Fish"
"9336","Brachyhypopomus draco","Fish"
"9337","Brachyhypopomus gauderio","Fish"
"9338","Brachyhypopomus hendersoni","Fish"
"9339","Brachyhypopomus janeiroensis","Fish"
"9340","Brachyhypopomus jureiae","Fish"
"9341","Brachyhypopomus menezesi","Fish"
"9342","Brachyhypopomus occidentalis","Fish"
"9343","Brachyhypopomus pinnicaudatus","Fish"
"9344","Brachyhypopomus regani","Fish"
"9345","Brachyhypopomus sullivani","Fish"
"9346","Brachyhypopomus walteri","Fish"
"9347","Brachymystax lenok","Fish"
"9348","Brachymystax savinovi","Fish"
"9349","Brachypetersius cadwaladeri","Fish"
"9350","Brachypetersius gabonensis","Fish"
"9351","Brachypetersius huloti","Fish"
"9352","Brachypetersius pseudonummifer","Fish"
"9353","Brachyplatystoma capapretum","Fish"
"9354","Brachyplatystoma filamentosum","Fish"
"9355","Brachyplatystoma juruense","Fish"
"9356","Brachyplatystoma platynemum","Fish"
"9357","Brachyplatystoma rousseauxii","Fish"
"9358","Brachyplatystoma tigrinum","Fish"
"9359","Brachyrhamdia heteropleura","Fish"
"9360","Brachyrhamdia imitator","Fish"
"9361","Brachyrhamdia marthae","Fish"
"9362","Brachyrhamdia rambarrani","Fish"
"9363","Brachyrhamdia thayeria","Fish"
"9364","Brachyrhaphis episcopi","Fish"
"9365","Brachyrhaphis hartwegi","Fish"
"9366","Brachyrhaphis holdridgei","Fish"
"9367","Brachyrhaphis rhabdophora","Fish"
"9368","Brachyrhaphis roseni","Fish"
"9369","Brachyrhaphis terrabensis","Fish"
"9370","Brevibora cheeya","Fish"
"9371","Brevibora dorsiocellata","Fish"
"9372","Brevibora exilis","Fish"
"9373","Brevimyrus niger","Fish"
"9374","Brevoortia gunteri","Fish"
"9375","Brienomyrus brachyistius","Fish"
"9376","Brienomyrus longianalis","Fish"
"9377","Brittanichthys axelrodi","Fish"
"9378","Brittanichthys myersi","Fish"
"9379","Brochiloricaria chauliodon","Fish"
"9380","Brochiloricaria macrodon","Fish"
"9381","Brustiarius nox","Fish"
"9382","Brustiarius solidus","Fish"
"9383","Brycinus brevis","Fish"
"9384","Brycinus grandisquamis","Fish"
"9385","Brycinus leuciscus","Fish"
"9386","Brycinus luteus","Fish"
"9387","Brycinus macrolepidotus","Fish"
"9388","Brycinus poptae","Fish"
"9389","Brycinus rhodopleura","Fish"
"9390","Brycon alburnus","Fish"
"9391","Brycon amazonicus","Fish"
"9392","Brycon argenteus","Fish"
"9393","Brycon atrocaudatus","Fish"
"9394","Brycon behreae","Fish"
"9395","Brycon chagrensis","Fish"
"9396","Brycon costaricensis","Fish"
"9397","Brycon dentex","Fish"
"9398","Brycon devillei","Fish"
"9399","Brycon falcatus","Fish"
"9400","Brycon ferox","Fish"
"9401","Brycon fowleri","Fish"
"9402","Brycon gouldingi","Fish"
"9403","Brycon guatemalensis","Fish"
"9404","Brycon henni","Fish"
"9405","Brycon hilarii","Fish"
"9406","Brycon insignis","Fish"
"9407","Brycon labiatus","Fish"
"9408","Brycon meeki","Fish"
"9409","Brycon melanopterus","Fish"
"9410","Brycon moorei","Fish"
"9411","Brycon nattereri","Fish"
"9412","Brycon obscurus","Fish"
"9413","Brycon oligolepis","Fish"
"9414","Brycon opalinus","Fish"
"9415","Brycon orbignyanus","Fish"
"9416","Brycon orthotaenia","Fish"
"9417","Brycon pesu","Fish"
"9418","Brycon petrosus","Fish"
"9419","Brycon polylepis","Fish"
"9420","Brycon posadae","Fish"
"9421","Brycon rubricauda","Fish"
"9422","Brycon sinuensis","Fish"
"9423","Brycon stolzmanni","Fish"
"9424","Brycon striatulus","Fish"
"9425","Brycon vermelha","Fish"
"9426","Brycon whitei","Fish"
"9427","Bryconacidnus ellisi","Fish"
"9428","Bryconacidnus paipayensis","Fish"
"9429","Bryconaethiops boulengeri","Fish"
"9430","Bryconaethiops macrops","Fish"
"9431","Bryconaethiops microstoma","Fish"
"9432","Bryconaethiops quinquesquamae","Fish"
"9433","Bryconalestes derhami","Fish"
"9434","Bryconalestes intermedius","Fish"
"9435","Bryconalestes longipinnis","Fish"
"9436","Bryconamericus agna","Fish"
"9437","Bryconamericus alfredae","Fish"
"9438","Bryconamericus andresoi","Fish"
"9439","Bryconamericus bolivianus","Fish"
"9440","Bryconamericus bucayensis","Fish"
"9441","Bryconamericus carlosi","Fish"
"9442","Bryconamericus caucanus","Fish"
"9443","Bryconamericus cismontanus","Fish"
"9444","Bryconamericus coeruleus","Fish"
"9445","Bryconamericus dahli","Fish"
"9446","Bryconamericus deuterodonoides","Fish"
"9447","Bryconamericus diaphanus","Fish"
"9448","Bryconamericus eigenmanni","Fish"
"9449","Bryconamericus exodon","Fish"
"9450","Bryconamericus galvisi","Fish"
"9451","Bryconamericus grosvenori","Fish"
"9452","Bryconamericus guaytarae","Fish"
"9453","Bryconamericus guyanensis","Fish"
"9454","Bryconamericus huilae","Fish"
"9455","Bryconamericus hyphesson","Fish"
"9456","Bryconamericus iheringii","Fish"
"9457","Bryconamericus ikaa","Fish"
"9458","Bryconamericus lambari","Fish"
"9459","Bryconamericus leptorhynchus","Fish"
"9460","Bryconamericus lethostigmus","Fish"
"9461","Bryconamericus macarenae","Fish"
"9462","Bryconamericus maromba","Fish"
"9463","Bryconamericus mennii","Fish"
"9464","Bryconamericus microcephalus","Fish"
"9465","Bryconamericus motatanensis","Fish"
"9466","Bryconamericus orinocoensis","Fish"
"9467","Bryconamericus ornaticeps","Fish"
"9468","Bryconamericus osgoodi","Fish"
"9469","Bryconamericus pachacuti","Fish"
"9470","Bryconamericus patriciae","Fish"
"9471","Bryconamericus pectinatus","Fish"
"9472","Bryconamericus phoenicopterus","Fish"
"9473","Bryconamericus plutarcoi","Fish"
"9474","Bryconamericus poi","Fish"
"9475","Bryconamericus pyahu","Fish"
"9476","Bryconamericus rubropictus","Fish"
"9477","Bryconamericus singularis","Fish"
"9478","Bryconamericus subtilisform","Fish"
"9479","Bryconamericus sylvicola","Fish"
"9480","Bryconamericus tenuis","Fish"
"9481","Bryconamericus tolimae","Fish"
"9482","Bryconamericus turiuba","Fish"
"9483","Bryconamericus uporas","Fish"
"9484","Bryconamericus yokiae","Fish"
"9485","Bryconamericus ytu","Fish"
"9486","Bryconamericus zamorensis","Fish"
"9487","Bryconella pallidifrons","Fish"
"9488","Bryconexodon juruenae","Fish"
"9489","Bryconexodon trombetasi","Fish"
"9490","Bryconops affinis","Fish"
"9491","Bryconops alburnoides","Fish"
"9492","Bryconops caudomaculatus","Fish"
"9493","Bryconops colanegra","Fish"
"9494","Bryconops colaroja","Fish"
"9495","Bryconops disruptus","Fish"
"9496","Bryconops giacopinii","Fish"
"9497","Bryconops gracilis","Fish"
"9498","Bryconops humeralis","Fish"
"9499","Bryconops imitator","Fish"
"9500","Bryconops inpai","Fish"
"9501","Bryconops melanurus","Fish"
"9502","Bryconops piracolina","Fish"
"9503","Bryconops vibex","Fish"
"9504","Bullockia maldonadoi","Fish"
"9505","Bunaka gyrinoides","Fish"
"9506","Bunocephalus aleuropsis","Fish"
"9507","Bunocephalus aloikae","Fish"
"9508","Bunocephalus amaurus","Fish"
"9509","Bunocephalus chamaizelus","Fish"
"9510","Bunocephalus coracoideus","Fish"
"9511","Bunocephalus doriae","Fish"
"9512","Bunocephalus erondinae","Fish"
"9513","Bunocephalus hartti","Fish"
"9514","Bunocephalus knerii","Fish"
"9515","Bunocephalus larai","Fish"
"9516","Bunocephalus minerim","Fish"
"9517","Bunocephalus verrucosus","Fish"
"9518","Butis amboinensis","Fish"
"9519","Butis butis","Fish"
"9520","Butis gymnopomus","Fish"
"9521","Butis koilomatodon","Fish"
"9522","Caecobarbus geertsii","Fish"
"9523","Caecocypris basimi","Fish"
"9524","Caenotropus labyrinthicus","Fish"
"9525","Caenotropus maculosus","Fish"
"9526","Caenotropus mestomorgmatos","Fish"
"9527","Caenotropus schizodon","Fish"
"9528","Caiapobrycon tucurui","Fish"
"9529","Cairnsichthys bitaeniatus","Fish"
"9530","Cairnsichthys rhombosomoides","Fish"
"9531","Callichthys callichthys","Fish"
"9532","Callichthys fabricioi","Fish"
"9533","Callichthys oibaensis","Fish"
"9534","Callichthys serralabium","Fish"
"9535","Callopanchax monroviae","Fish"
"9536","Callopanchax occidentalis","Fish"
"9537","Callopanchax toddi","Fish"
"9538","Calophysus macropterus","Fish"
"9539","Cambeva balios","Fish"
"9540","Cambeva brachykechenos","Fish"
"9541","Cambeva castroi","Fish"
"9542","Cambeva crassicaudata","Fish"
"9543","Cambeva davisi","Fish"
"9544","Cambeva diabola","Fish"
"9545","Cambeva diatropoporos","Fish"
"9546","Cambeva guaraquessaba","Fish"
"9547","Cambeva igobi","Fish"
"9548","Cambeva iheringi","Fish"
"9549","Cambeva mboycy","Fish"
"9550","Cambeva naipi","Fish"
"9551","Cambeva paolence","Fish"
"9552","Cambeva pascuali","Fish"
"9553","Cambeva perkos","Fish"
"9554","Cambeva plumbea","Fish"
"9555","Cambeva poikilos","Fish"
"9556","Cambeva stawiarski","Fish"
"9557","Cambeva tropeiro","Fish"
"9558","Cambeva tupinamba","Fish"
"9559","Cambeva variegata","Fish"
"9560","Campellolebias brucei","Fish"
"9561","Campellolebias chrysolineatus","Fish"
"9562","Campellolebias dorsimaculatus","Fish"
"9563","Campellolebias intermedius","Fish"
"9564","Campostoma anomalum","Fish"
"9565","Campostoma oligolepis","Fish"
"9566","Campostoma ornatum","Fish"
"9567","Campostoma pauciradii","Fish"
"9568","Campylomormyrus alces","Fish"
"9569","Campylomormyrus bredoi","Fish"
"9570","Campylomormyrus christyi","Fish"
"9571","Campylomormyrus curvirostris","Fish"
"9572","Campylomormyrus elephas","Fish"
"9573","Campylomormyrus mirus","Fish"
"9574","Campylomormyrus numenius","Fish"
"9575","Campylomormyrus phantasticus","Fish"
"9576","Campylomormyrus rhynchophorus","Fish"
"9577","Campylomormyrus tamandua","Fish"
"9578","Campylomormyrus tshokwe","Fish"
"9579","Capoeta antalyensis","Fish"
"9580","Capoeta barroisi","Fish"
"9581","Capoeta bergamae","Fish"
