"","sci_name","Group"
"9582","Capoeta buhsei","Fish"
"9583","Capoeta ekmekciae","Fish"
"9584","Capoeta erhani","Fish"
"9585","Capoeta mauricii","Fish"
"9586","Capoeta pestai","Fish"
"9587","Capoeta saadii","Fish"
"9588","Capoeta turani","Fish"
"9589","Capoetobrama kuschakewitschi","Fish"
"9590","Caragobius urolepis","Fish"
"9591","Carasobarbus chantrei","Fish"
"9592","Carasobarbus fritschii","Fish"
"9593","Carasobarbus harterti","Fish"
"9594","Carasobarbus kosswigi","Fish"
"9595","Carasobarbus moulouyensis","Fish"
"9596","Carassioides acuminatus","Fish"
"9597","Carassius auratus","Fish"
"9598","Carassius cuvieri","Fish"
"9599","Carinotetraodon lorteti","Fish"
"9600","Carlana eigenmanni","Fish"
"9601","Carlarius latiscutatus","Fish"
"9602","Carlarius parkii","Fish"
"9603","Carlastyanax aurocaudatus","Fish"
"9604","Carlhubbsia stuarti","Fish"
"9605","Carnegiella marthae","Fish"
"9606","Carnegiella myersi","Fish"
"9607","Carnegiella schereri","Fish"
"9608","Carnegiella strigata","Fish"
"9609","Carpiodes carpio","Fish"
"9610","Carpiodes cyprinus","Fish"
"9611","Carpiodes velifer","Fish"
"9612","Caspiosoma caspium","Fish"
"9613","Catathyridium garmani","Fish"
"9614","Catathyridium jenynsii","Fish"
"9615","Catathyridium lorentzii","Fish"
"9616","Cathorops arenatus","Fish"
"9617","Cathorops higuchii","Fish"
"9618","Cathorops hypophthalmus","Fish"
"9619","Cathorops kailolae","Fish"
"9620","Cathorops melanopus","Fish"
"9621","Catlocarpio siamensis","Fish"
"9622","Catoprion mento","Fish"
"9623","Catostomus ardens","Fish"
"9624","Catostomus bernardini","Fish"
"9625","Catostomus cahita","Fish"
"9626","Catostomus catostomus","Fish"
"9627","Catostomus discobolus","Fish"
"9628","Catostomus fumeiventris","Fish"
"9629","Catostomus insignis","Fish"
"9630","Catostomus latipinnis","Fish"
"9631","Catostomus leopoldi","Fish"
"9632","Catostomus microps","Fish"
"9633","Catostomus occidentalis","Fish"
"9634","Catostomus platyrhynchus","Fish"
"9635","Catostomus rimiculus","Fish"
"9636","Catostomus santaanae","Fish"
"9637","Catostomus snyderi","Fish"
"9638","Catostomus tahoensis","Fish"
"9639","Catostomus warnerensis","Fish"
"9640","Catostomus wigginsi","Fish"
"9641","Centrochir crocodili","Fish"
"9642","Centrodoras hasemani","Fish"
"9643","Centromochlus bockmanni","Fish"
"9644","Centromochlus existimatus","Fish"
"9645","Centromochlus heckelii","Fish"
"9646","Centromochlus meridionalis","Fish"
"9647","Centromochlus reticulatus","Fish"
"9648","Centromochlus schultzi","Fish"
"9649","Centromochlus simplex","Fish"
"9650","Cephalocassis borneensis","Fish"
"9651","Cephalocassis manillensis","Fish"
"9652","Cephalocassis melanochir","Fish"
"9653","Cephalosilurus apurensis","Fish"
"9654","Cephalosilurus fowleri","Fish"
"9655","Ceratobranchia binghami","Fish"
"9656","Ceratobranchia delotaenia","Fish"
"9657","Ceratobranchia obtusirostris","Fish"
"9658","Ceratoglanis pachynema","Fish"
"9659","Ceratoglanis scleronema","Fish"
"9660","Cetopsidium ferreirai","Fish"
"9661","Cetopsidium minutum","Fish"
"9662","Cetopsidium morenoi","Fish"
"9663","Cetopsidium orientale","Fish"
"9664","Cetopsidium pemon","Fish"
"9665","Cetopsidium roae","Fish"
"9666","Cetopsis amphiloxa","Fish"
"9667","Cetopsis arcana","Fish"
"9668","Cetopsis aspis","Fish"
"9669","Cetopsis baudoensis","Fish"
"9670","Cetopsis candiru","Fish"
"9671","Cetopsis coecutiens","Fish"
"9672","Cetopsis gobioides","Fish"
"9673","Cetopsis montana","Fish"
"9674","Cetopsis oliveirai","Fish"
"9675","Cetopsis orinoco","Fish"
"9676","Cetopsis othonops","Fish"
"9677","Cetopsis pearsoni","Fish"
"9678","Cetopsis plumbea","Fish"
"9679","Cetopsis sandrae","Fish"
"9680","Cetopsis starnesi","Fish"
"9681","Cetopsorhamdia boquillae","Fish"
"9682","Cetopsorhamdia iheringi","Fish"
"9683","Cetopsorhamdia insidiosa","Fish"
"9684","Cetopsorhamdia molinae","Fish"
"9685","Cetopsorhamdia nasus","Fish"
"9686","Cetopsorhamdia orinoco","Fish"
"9687","Cetopsorhamdia shermani","Fish"
"9688","Chaca bankanensis","Fish"
"9689","Chaca serica","Fish"
"9690","Chaenogobius annularis","Fish"
"9691","Chaenomugil proboscideus","Fish"
"9692","Chaetostoma aequinoctiale","Fish"
"9693","Chaetostoma anomalum","Fish"
"9694","Chaetostoma branickii","Fish"
"9695","Chaetostoma brevilabiatum","Fish"
"9696","Chaetostoma changae","Fish"
"9697","Chaetostoma daidalmatos","Fish"
"9698","Chaetostoma dorsale","Fish"
"9699","Chaetostoma dupouii","Fish"
"9700","Chaetostoma fischeri","Fish"
"9701","Chaetostoma formosae","Fish"
"9702","Chaetostoma jegui","Fish"
"9703","Chaetostoma joropo","Fish"
"9704","Chaetostoma lepturum","Fish"
"9705","Chaetostoma leucomelas","Fish"
"9706","Chaetostoma lineopunctatum","Fish"
"9707","Chaetostoma loborhynchos","Fish"
"9708","Chaetostoma marginatum","Fish"
"9709","Chaetostoma marmorescens","Fish"
"9710","Chaetostoma microps","Fish"
"9711","Chaetostoma milesi","Fish"
"9712","Chaetostoma mollinasum","Fish"
"9713","Chaetostoma niveum","Fish"
"9714","Chaetostoma palmeri","Fish"
"9715","Chaetostoma patiae","Fish"
"9716","Chaetostoma sovichthys","Fish"
"9717","Chaetostoma stannii","Fish"
"9718","Chaetostoma stroumpoulos","Fish"
"9719","Chaetostoma tachiraense","Fish"
"9720","Chaetostoma taczanowskii","Fish"
"9721","Chaetostoma thomsoni","Fish"
"9722","Chaetostoma vasquezi","Fish"
"9723","Chaetostoma yurubiense","Fish"
"9724","Chagunius chagunio","Fish"
"9725","Chalceus epakros","Fish"
"9726","Chalceus erythrurus","Fish"
"9727","Chalceus guaporensis","Fish"
"9728","Chalceus macrolepidotus","Fish"
"9729","Chalceus spilogyros","Fish"
"9730","Chandramara chandramara","Fish"
"9731","Channallabes alvarezi","Fish"
"9732","Channallabes apus","Fish"
"9733","Chanodichthys abramoides","Fish"
"9734","Chanodichthys dabryi","Fish"
"9735","Chanodichthys erythropterus","Fish"
"9736","Chanodichthys mongolicus","Fish"
"9737","Chanodichthys oxycephalus","Fish"
"9738","Chanos chanos","Fish"
"9739","Chapalichthys encaustus","Fish"
"9740","Chapalichthys pardalis","Fish"
"9741","Characidium alipioi","Fish"
"9742","Characidium bahiense","Fish"
"9743","Characidium bimaculatum","Fish"
"9744","Characidium boavistae","Fish"
"9745","Characidium boehlkei","Fish"
"9746","Characidium bolivianum","Fish"
"9747","Characidium borellii","Fish"
"9748","Characidium brevirostre","Fish"
"9749","Characidium caucanum","Fish"
"9750","Characidium chupa","Fish"
"9751","Characidium crandellii","Fish"
"9752","Characidium declivirostre","Fish"
"9753","Characidium etheostoma","Fish"
"9754","Characidium etzeli","Fish"
"9755","Characidium gomesi","Fish"
"9756","Characidium hasemani","Fish"
"9757","Characidium heirmostigmata","Fish"
"9758","Characidium interruptum","Fish"
"9759","Characidium japuhybense","Fish"
"9760","Characidium lagosantense","Fish"
"9761","Characidium lanei","Fish"
"9762","Characidium laterale","Fish"
"9763","Characidium lauroi","Fish"
"9764","Characidium litorale","Fish"
"9765","Characidium longum","Fish"
"9766","Characidium marshi","Fish"
"9767","Characidium mirim","Fish"
"9768","Characidium nupelia","Fish"
"9769","Characidium occidentale","Fish"
"9770","Characidium oiticicai","Fish"
"9771","Characidium onca","Fish"
"9772","Characidium orientale","Fish"
"9773","Characidium papachibe","Fish"
"9774","Characidium pellucidum","Fish"
"9775","Characidium phoxocephalum","Fish"
"9776","Characidium pteroides","Fish"
"9777","Characidium pterostictum","Fish"
"9778","Characidium purpuratum","Fish"
"9779","Characidium rachovii","Fish"
"9780","Characidium roesseli","Fish"
"9781","Characidium samurai","Fish"
"9782","Characidium schubarti","Fish"
"9783","Characidium serrano","Fish"
"9784","Characidium steindachneri","Fish"
"9785","Characidium tenue","Fish"
"9786","Characidium timbuiense","Fish"
"9787","Characidium travassosi","Fish"
"9788","Characidium vestigipinne","Fish"
"9789","Characidium vidali","Fish"
"9790","Characidium xanthopterum","Fish"
"9791","Characidium zebra","Fish"
"9792","Characodon lateralis","Fish"
"9793","Charax apurensis","Fish"
"9794","Charax caudimaculatus","Fish"
"9795","Charax condei","Fish"
"9796","Charax delimai","Fish"
"9797","Charax gibbosus","Fish"
"9798","Charax hemigrammus","Fish"
"9799","Charax leticiae","Fish"
"9800","Charax macrolepis","Fish"
"9801","Charax metae","Fish"
"9802","Charax michaeli","Fish"
"9803","Charax niger","Fish"
"9804","Charax notulatus","Fish"
"9805","Charax pauciradiatus","Fish"
"9806","Charax rupununi","Fish"
"9807","Charax stenopterus","Fish"
"9808","Charax tectifer","Fish"
"9809","Chasmistes brevirostris","Fish"
"9810","Chasmistes cujus","Fish"
"9811","Chasmistes liorus","Fish"
"9812","Chasmocranus brachynemus","Fish"
"9813","Chasmocranus brevior","Fish"
"9814","Chasmocranus chimantanus","Fish"
"9815","Chasmocranus longior","Fish"
"9816","Chasmocranus lopezae","Fish"
"9817","Chasmocranus rosae","Fish"
"9818","Cheirocerus abuelo","Fish"
"9819","Cheirocerus eques","Fish"
"9820","Cheirocerus goeldii","Fish"
"9821","Cheirodon australe","Fish"
"9822","Cheirodon ibicuhiensis","Fish"
"9823","Cheirodon interruptus","Fish"
"9824","Cheirodon kiliani","Fish"
"9825","Cheirodon ortegai","Fish"
"9826","Cheirodon pisciculus","Fish"
"9827","Cheirodon stenodon","Fish"
"9828","Cheirodontops geayi","Fish"
"9829","Chela macrolepis","Fish"
"9830","Chelaethiops bibie","Fish"
"9831","Chelaethiops congicus","Fish"
"9832","Chelaethiops elongatus","Fish"
"9833","Chelaethiops minutus","Fish"
"9834","Chelaethiops rukwaensis","Fish"
"9835","Chelidonichthys kumu","Fish"
"9836","Chelon auratus","Fish"
"9837","Chelon labrosus","Fish"
"9838","Chelon melinopterus","Fish"
"9839","Chelon ramada","Fish"
"9840","Chelon saliens","Fish"
"9841","Chelonodontops patoca","Fish"
"9842","Chendol keelini","Fish"
"9843","Chendol lubricus","Fish"
"9844","Chilatherina alleni","Fish"
"9845","Chilatherina axelrodi","Fish"
"9846","Chilatherina bleheri","Fish"
"9847","Chilatherina bulolo","Fish"
"9848","Chilatherina campsi","Fish"
"9849","Chilatherina crassispinosa","Fish"
"9850","Chilatherina fasciata","Fish"
"9851","Chilatherina lorentzii","Fish"
"9852","Chilatherina pagwiensis","Fish"
"9853","Chilatherina pricei","Fish"
"9854","Chilatherina sentaniensis","Fish"
"9855","Chilobrycon deuterodon","Fish"
"9856","Chilodus fritillus","Fish"
"9857","Chilodus gracilis","Fish"
"9858","Chilodus punctatus","Fish"
"9859","Chilodus zunevei","Fish"
"9860","Chiloglanis anoterus","Fish"
"9861","Chiloglanis asymetricaudalis","Fish"
"9862","Chiloglanis batesii","Fish"
"9863","Chiloglanis benuensis","Fish"
"9864","Chiloglanis bifurcus","Fish"
"9865","Chiloglanis brevibarbis","Fish"
"9866","Chiloglanis camarabounyi","Fish"
"9867","Chiloglanis cameronensis","Fish"
"9868","Chiloglanis carnosus","Fish"
"9869","Chiloglanis congicus","Fish"
"9870","Chiloglanis deckenii","Fish"
"9871","Chiloglanis devosi","Fish"
"9872","Chiloglanis dialloi","Fish"
"9873","Chiloglanis disneyi","Fish"
"9874","Chiloglanis elisabethianus","Fish"
"9875","Chiloglanis emarginatus","Fish"
"9876","Chiloglanis fasciatus","Fish"
"9877","Chiloglanis harbinger","Fish"
"9878","Chiloglanis kabaensis","Fish"
"9879","Chiloglanis kalambo","Fish"
"9880","Chiloglanis kerioensis","Fish"
"9881","Chiloglanis kolente","Fish"
"9882","Chiloglanis lamottei","Fish"
"9883","Chiloglanis loffabrevum","Fish"
"9884","Chiloglanis longibarbis","Fish"
"9885","Chiloglanis lukugae","Fish"
"9886","Chiloglanis macropterus","Fish"
"9887","Chiloglanis mbozi","Fish"
"9888","Chiloglanis microps","Fish"
"9889","Chiloglanis mongoensis","Fish"
"9890","Chiloglanis niger","Fish"
"9891","Chiloglanis normani","Fish"
"9892","Chiloglanis nzerekore","Fish"
"9893","Chiloglanis occidentalis","Fish"
"9894","Chiloglanis paratus","Fish"
"9895","Chiloglanis pezoldi","Fish"
"9896","Chiloglanis pojeri","Fish"
"9897","Chiloglanis polyodon","Fish"
"9898","Chiloglanis polypogon","Fish"
"9899","Chiloglanis pretoriae","Fish"
"9900","Chiloglanis rukwaensis","Fish"
"9901","Chiloglanis ruziziensis","Fish"
"9902","Chiloglanis sanagaensis","Fish"
"9903","Chiloglanis sardinhai","Fish"
"9904","Chiloglanis somereni","Fish"
"9905","Chiloglanis swierstrai","Fish"
"9906","Chiloglanis trilobatus","Fish"
"9907","Chiloglanis tweddlei","Fish"
"9908","Chiloglanis voltae","Fish"
"9909","Chiloglanis waterloti","Fish"
"9910","Chinchaysuyoa ortegai","Fish"
"9911","Chirostoma aculeatum","Fish"
"9912","Chirostoma attenuatum","Fish"
"9913","Chirostoma chapalae","Fish"
"9914","Chirostoma humboldtianum","Fish"
"9915","Chirostoma jordani","Fish"
"9916","Chirostoma lucius","Fish"
"9917","Chirostoma melanoccus","Fish"
"9918","Chirostoma mezquital","Fish"
"9919","Chirostoma patzcuaro","Fish"
"9920","Chirostoma promelas","Fish"
"9921","Chirostoma riojai","Fish"
"9922","Chirostoma sphyraena","Fish"
"9923","Chitala blanci","Fish"
"9924","Chitala borneensis","Fish"
"9925","Chitala hypselonotus","Fish"
"9926","Chitala ornata","Fish"
"9927","Chlamydogobius eremius","Fish"
"9928","Chlamydogobius gloveri","Fish"
"9929","Chlamydogobius japalpa","Fish"
"9930","Chlamydogobius micropterus","Fish"
"9931","Chlamydogobius squamigenus","Fish"
"9932","Chologaster cornuta","Fish"
"9933","Chondrostoma beysehirense","Fish"
"9934","Chondrostoma fahirae","Fish"
"9935","Chondrostoma holmwoodii","Fish"
"9936","Chondrostoma kinzelbachi","Fish"
"9937","Chondrostoma knerii","Fish"
"9938","Chondrostoma kubanicum","Fish"
"9939","Chondrostoma meandrense","Fish"
"9940","Chondrostoma nasus","Fish"
"9941","Chondrostoma oxyrhynchum","Fish"
"9942","Chondrostoma phoxinus","Fish"
"9943","Chondrostoma prespense","Fish"
"9944","Chondrostoma soetta","Fish"
"9945","Chondrostoma vardarense","Fish"
"9946","Chondrostoma variabile","Fish"
"9947","Chriodorus atherinoides","Fish"
"9948","Chromobotia macracanthus","Fish"
"9949","Chrosomus cumberlandensis","Fish"
"9950","Chrosomus erythrogaster","Fish"
"9951","Chrosomus oreas","Fish"
"9952","Chrosomus saylori","Fish"
"9953","Chrosomus tennesseensis","Fish"
"9954","Chrysichthys aluuensis","Fish"
"9955","Chrysichthys ansorgii","Fish"
"9956","Chrysichthys auratus","Fish"
"9957","Chrysichthys bocagii","Fish"
"9958","Chrysichthys brachynema","Fish"
"9959","Chrysichthys brevibarbis","Fish"
"9960","Chrysichthys cranchii","Fish"
"9961","Chrysichthys dageti","Fish"
"9962","Chrysichthys delhezi","Fish"
"9963","Chrysichthys dendrophorus","Fish"
"9964","Chrysichthys duttoni","Fish"
"9965","Chrysichthys grandis","Fish"
"9966","Chrysichthys graueri","Fish"
"9967","Chrysichthys habereri","Fish"
"9968","Chrysichthys helicophagus","Fish"
"9969","Chrysichthys johnelsi","Fish"
"9970","Chrysichthys laticeps","Fish"
"9971","Chrysichthys levequei","Fish"
"9972","Chrysichthys longibarbis","Fish"
"9973","Chrysichthys longidorsalis","Fish"
"9974","Chrysichthys longipinnis","Fish"
"9975","Chrysichthys mabusi","Fish"
"9976","Chrysichthys maurus","Fish"
"9977","Chrysichthys nigrodigitatus","Fish"
"9978","Chrysichthys nyongensis","Fish"
"9979","Chrysichthys ogooensis","Fish"
"9980","Chrysichthys okae","Fish"
"9981","Chrysichthys ornatus","Fish"
"9982","Chrysichthys platycephalus","Fish"
"9983","Chrysichthys polli","Fish"
"9984","Chrysichthys punctatus","Fish"
"9985","Chrysichthys sharpii","Fish"
"9986","Chrysichthys sianenna","Fish"
"9987","Chrysichthys stappersii","Fish"
"9988","Chrysichthys teugelsi","Fish"
"9989","Chrysichthys thonneri","Fish"
"9990","Chrysichthys thysi","Fish"
"9991","Chrysichthys turkana","Fish"
"9992","Chrysichthys wagenaari","Fish"
"9993","Chrysichthys walkeri","Fish"
"9994","Chrysobrycon guahibo","Fish"
"9995","Chrysobrycon hesperus","Fish"
"9996","Chrysobrycon myersi","Fish"
"9997","Cinetodus froggatti","Fish"
"9998","Cirrhimuraena chinensis","Fish"
"9999","Cirrhinus cirrhosus","Fish"
"10000","Cirrhinus fulungee","Fish"
"10001","Cirrhinus microlepis","Fish"
"10002","Cirrhinus molitorella","Fish"
"10003","Cirrhinus mrigala","Fish"
"10004","Citharichthys gilberti","Fish"
"10005","Citharichthys stampflii","Fish"
"10006","Citharinops distichodoides","Fish"
"10007","Citharinus citharus","Fish"
"10008","Citharinus congicus","Fish"
"10009","Citharinus eburneensis","Fish"
"10010","Citharinus gibbosus","Fish"
"10011","Citharinus latus","Fish"
"10012","Citharinus macrolepis","Fish"
"10013","Claea dabryi","Fish"
"10014","Clariallabes centralis","Fish"
"10015","Clariallabes heterocephalus","Fish"
"10016","Clariallabes laticeps","Fish"
"10017","Clariallabes longicauda","Fish"
"10018","Clariallabes melas","Fish"
"10019","Clariallabes mutsindoziensis","Fish"
"10020","Clariallabes platyprosopos","Fish"
"10021","Clariallabes teugelsi","Fish"
"10022","Clariallabes uelensis","Fish"
"10023","Clariallabes variabilis","Fish"
"10024","Clarias agboyiensis","Fish"
"10025","Clarias albopunctatus","Fish"
"10026","Clarias alluaudi","Fish"
"10027","Clarias anfractus","Fish"
"10028","Clarias angolensis","Fish"
"10029","Clarias anguillaris","Fish"
"10030","Clarias batrachus","Fish"
"10031","Clarias batu","Fish"
"10032","Clarias brachysoma","Fish"
"10033","Clarias buettikoferi","Fish"
"10034","Clarias buthupogon","Fish"
"10035","Clarias camerunensis","Fish"
"10036","Clarias cavernicola","Fish"
"10037","Clarias dhonti","Fish"
"10038","Clarias dumerilii","Fish"
"10039","Clarias ebriensis","Fish"
"10040","Clarias fuscus","Fish"
"10041","Clarias gabonensis","Fish"
"10042","Clarias gariepinus","Fish"
"10043","Clarias hilli","Fish"
"10044","Clarias intermedius","Fish"
"10045","Clarias jaensis","Fish"
"10046","Clarias kapuasensis","Fish"
"10047","Clarias laeviceps","Fish"
"10048","Clarias lamottei","Fish"
"10049","Clarias leiacanthus","Fish"
"10050","Clarias liocephalus","Fish"
"10051","Clarias longior","Fish"
"10052","Clarias maclareni","Fish"
"10053","Clarias macromystax","Fish"
"10054","Clarias meladerma","Fish"
"10055","Clarias microspilus","Fish"
"10056","Clarias ngamensis","Fish"
"10057","Clarias nieuhofii","Fish"
"10058","Clarias nigromarmoratus","Fish"
"10059","Clarias pachynema","Fish"
"10060","Clarias planiceps","Fish"
"10061","Clarias platycephalus","Fish"
"10062","Clarias pseudonieuhofii","Fish"
"10063","Clarias salae","Fish"
"10064","Clarias stappersii","Fish"
"10065","Clarias submarginatus","Fish"
"10066","Clarias sulcatus","Fish"
"10067","Clarias theodorae","Fish"
"10068","Clarias werneri","Fish"
"10069","Clarotes laticeps","Fish"
"10070","Clinostomus elongatus","Fish"
"10071","Clinostomus funduloides","Fish"
"10072","Clupanodon thrissa","Fish"
"10073","Clupeacharax anchoveoides","Fish"
"10074","Clupeichthys aesarnensis","Fish"
"10075","Clupeichthys bleekeri","Fish"
"10076","Clupeichthys goniognathus","Fish"
"10077","Clupeichthys perakensis","Fish"
"10078","Clupeocharax schoutedeni","Fish"
"10079","Clupeoides borneensis","Fish"
"10080","Clupeoides venulosus","Fish"
"10081","Clupeonella abrau","Fish"
"10082","Clupeonella caspia","Fish"
"10083","Clupeonella cultriventris","Fish"
"10084","Clupeonella muhlisi","Fish"
"10085","Clupeonella tscharchalensis","Fish"
"10086","Clupisoma naziri","Fish"
"10087","Clupisoma sinense","Fish"
"10088","Clypeobarbus congicus","Fish"
"10089","Clypeobarbus hypsolepis","Fish"
"10090","Clypeobarbus pleuropholis","Fish"
"10091","Clypeobarbus pseudognathodon","Fish"
"10092","Cnesterodon brevirostratus","Fish"
"10093","Cnesterodon carnegiei","Fish"
"10094","Cnesterodon decemmaculatus","Fish"
"10095","Cnesterodon holopteros","Fish"
"10096","Cnesterodon hypselurus","Fish"
"10097","Cnesterodon iguape","Fish"
"10098","Cnesterodon omorgmatos","Fish"
"10099","Cnesterodon pirai","Fish"
